guid,title,pubDate,category,link,description
b'BILLS-116hres1188ih',b'H. Res.\xc2\xa01188\xc2\xa0(IH) - Urging the people of the United States to observe the month of October 2020 as Italian and Italian-American Heritage Month.',"b'Fri, 09 Oct 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116hres1188ih',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116hres1188ih/pdf/BILLS-116hres1188ih.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116hres1188ih/xml/BILLS-116hres1188ih.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116hres1188ih/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116hres1188ih/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116hres1188ih.zip"">ZIP</a>\n '"
b'BILLS-116hres1186ih',b'H. Res.\xc2\xa01186\xc2\xa0(IH) - Recognizing the importance of biomedical research and thanking biomedical researchers in the United States.',"b'Fri, 09 Oct 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116hres1186ih',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116hres1186ih/pdf/BILLS-116hres1186ih.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116hres1186ih/xml/BILLS-116hres1186ih.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116hres1186ih/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116hres1186ih/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116hres1186ih.zip"">ZIP</a>\n '"
b'BILLS-116hres1183ih',"b'H. Res.\xc2\xa01183\xc2\xa0(IH) - Supporting respect for human rights and encouraging continued democratic progress in Ethiopia, and for other purposes.'","b'Fri, 09 Oct 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116hres1183ih',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116hres1183ih/pdf/BILLS-116hres1183ih.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116hres1183ih/xml/BILLS-116hres1183ih.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116hres1183ih/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116hres1183ih/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116hres1183ih.zip"">ZIP</a>\n '"
b'BILLS-116hres1184ih',b'H. Res.\xc2\xa01184\xc2\xa0(IH) - Amending the Rules of the House of Representatives to require the Clerk to read the Congressional Budget Office cost estimate of any bill immediately after the reading of the title of the bill.',"b'Fri, 09 Oct 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116hres1184ih',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116hres1184ih/pdf/BILLS-116hres1184ih.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116hres1184ih/xml/BILLS-116hres1184ih.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116hres1184ih/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116hres1184ih/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116hres1184ih.zip"">ZIP</a>\n '"
b'BILLS-116hres1185ih',"b'H. Res.\xc2\xa01185\xc2\xa0(IH) - Recognizing the importance of mental health globally and highlighting the contributions and value of mental health, well-being, psychosocial support, and human capacity, particularly in areas of economic inequity, development contexts, and humanitarian settings.'","b'Fri, 09 Oct 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116hres1185ih',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116hres1185ih/pdf/BILLS-116hres1185ih.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116hres1185ih/xml/BILLS-116hres1185ih.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116hres1185ih/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116hres1185ih/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116hres1185ih.zip"">ZIP</a>\n '"
b'BILLS-116hjres99ih',b'H.J. Res.\xc2\xa099\xc2\xa0(IH) - Proposing a balanced budget amendment to the Constitution of the United States.',"b'Fri, 09 Oct 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116hjres99ih',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116hjres99ih/pdf/BILLS-116hjres99ih.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116hjres99ih/xml/BILLS-116hjres99ih.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116hjres99ih/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116hjres99ih/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116hjres99ih.zip"">ZIP</a>\n '"
b'BILLS-116s4641is',b'S.\xc2\xa04641\xc2\xa0(IS) - Public Engagement Opportunity on Public Land Exploration Act of 2020',"b'Tue, 22 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4641is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4641is/pdf/BILLS-116s4641is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4641is/xml/BILLS-116s4641is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4641is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4641is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4641is.zip"">ZIP</a>\n '"
b'BILLS-116s4643is',b'S.\xc2\xa04643\xc2\xa0(IS) - Forest Incentives Program Act of 2020',"b'Tue, 22 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4643is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4643is/pdf/BILLS-116s4643is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4643is/xml/BILLS-116s4643is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4643is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4643is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4643is.zip"">ZIP</a>\n '"
b'BILLS-116hr11ih',"b'H.R.\xc2\xa011\xc2\xa0(IH) - Commitment to American Growth, Renewal, and Opportunities for Workers, Technology, and Health Act'","b'Fri, 09 Oct 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116hr11ih',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116hr11ih/pdf/BILLS-116hr11ih.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116hr11ih/xml/BILLS-116hr11ih.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116hr11ih/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116hr11ih/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116hr11ih.zip"">ZIP</a>\n '"
b'BILLS-116sres724is',b'S. Res.\xc2\xa0724\xc2\xa0(IS) - Expressing the sense of the Senate regarding the practice of politically motivated imprisonment of women around the world and calling on governments for the immediate release of women who are political prisoners.',"b'Thu, 24 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116sres724is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116sres724is/pdf/BILLS-116sres724is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116sres724is/xml/BILLS-116sres724is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116sres724is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116sres724is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116sres724is.zip"">ZIP</a>\n '"
b'BILLS-116hr8594ih',b'H.R.\xc2\xa08594\xc2\xa0(IH) - For the relief of Irida Kakhtiranova.',"b'Tue, 13 Oct 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116hr8594ih',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116hr8594ih/pdf/BILLS-116hr8594ih.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116hr8594ih/xml/BILLS-116hr8594ih.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116hr8594ih/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116hr8594ih/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116hr8594ih.zip"">ZIP</a>\n '"
b'BILLS-116hres1190ih',b'H. Res.\xc2\xa01190\xc2\xa0(IH) - Thanking and promoting the professions of perinatal nurses by encouraging participation in National Perinatal Nurses Week.',"b'Tue, 13 Oct 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116hres1190ih',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116hres1190ih/pdf/BILLS-116hres1190ih.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116hres1190ih/xml/BILLS-116hres1190ih.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116hres1190ih/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116hres1190ih/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116hres1190ih.zip"">ZIP</a>\n '"
b'BILLS-116s4640is',b'S.\xc2\xa04640\xc2\xa0(IS) - Medication Access and Training Expansion Act of 2020',"b'Tue, 22 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4640is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4640is/pdf/BILLS-116s4640is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4640is/xml/BILLS-116s4640is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4640is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4640is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4640is.zip"">ZIP</a>\n '"
b'BILLS-116s4637is',b'S.\xc2\xa04637\xc2\xa0(IS) - Angel Tax Credit Act',"b'Tue, 22 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4637is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4637is/pdf/BILLS-116s4637is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4637is/xml/BILLS-116s4637is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4637is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4637is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4637is.zip"">ZIP</a>\n '"
b'BILLS-116s4639is',b'S.\xc2\xa04639\xc2\xa0(IS) - Helping Parents During COVID Act of 2020',"b'Tue, 22 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4639is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4639is/pdf/BILLS-116s4639is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4639is/xml/BILLS-116s4639is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4639is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4639is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4639is.zip"">ZIP</a>\n '"
b'BILLS-116s4635is',b'S.\xc2\xa04635\xc2\xa0(IS) - Combating Trafficking of Cuban Doctors Act of 2020',"b'Mon, 21 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4635is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4635is/pdf/BILLS-116s4635is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4635is/xml/BILLS-116s4635is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4635is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4635is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4635is.zip"">ZIP</a>\n '"
b'BILLS-116hr8593ih',"b'H.R.\xc2\xa08593\xc2\xa0(IH) - For the relief of Lucio Enrique Perez Ortiz, Dora Gonzalez Santizo, and Edvin Oriany Perez Gonzalez.'","b'Tue, 13 Oct 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116hr8593ih',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116hr8593ih/pdf/BILLS-116hr8593ih.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116hr8593ih/xml/BILLS-116hr8593ih.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116hr8593ih/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116hr8593ih/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116hr8593ih.zip"">ZIP</a>\n '"
b'BILLS-116hr5373rfs',b'H.R.\xc2\xa05373\xc2\xa0(RFS) - United States Anti-Doping Agency Reauthorization Act of 2020',"b'Wed, 30 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116hr5373rfs',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116hr5373rfs/pdf/BILLS-116hr5373rfs.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116hr5373rfs/xml/BILLS-116hr5373rfs.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116hr5373rfs/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116hr5373rfs/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116hr5373rfs.zip"">ZIP</a>\n '"
b'BILLS-116s4646is',b'S.\xc2\xa04646\xc2\xa0(IS) - Unplug the Internet Kill Switch Act of 2020',"b'Tue, 22 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4646is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4646is/pdf/BILLS-116s4646is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4646is/xml/BILLS-116s4646is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4646is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4646is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4646is.zip"">ZIP</a>\n '"
b'BILLS-116s4648is',b'S.\xc2\xa04648\xc2\xa0(IS) - To amend the Controlled Substances Act to list isotonitazene as a schedule I controlled substance.',"b'Tue, 22 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4648is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4648is/pdf/BILLS-116s4648is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4648is/xml/BILLS-116s4648is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4648is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4648is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4648is.zip"">ZIP</a>\n '"
b'BILLS-116s4650is',"b'S.\xc2\xa04650\xc2\xa0(IS) - To amend the Migratory Bird Treaty Act to clarify the treatment of authentic Alaska Native articles of handicraft containing nonedible migratory bird parts, and for other purposes.'","b'Tue, 22 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4650is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4650is/pdf/BILLS-116s4650is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4650is/xml/BILLS-116s4650is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4650is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4650is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4650is.zip"">ZIP</a>\n '"
b'BILLS-116s4657is',"b'S.\xc2\xa04657\xc2\xa0(IS) - To direct the Secretary of Veterans Affairs to designate one week each year as Buddy Check Week for the purpose of outreach and education concerning peer wellness checks for veterans, and for other purposes.'","b'Wed, 23 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4657is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4657is/pdf/BILLS-116s4657is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4657is/xml/BILLS-116s4657is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4657is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4657is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4657is.zip"">ZIP</a>\n '"
b'BILLS-116s4626is',"b'S.\xc2\xa04626\xc2\xa0(IS) - Setting an American Framework to Ensure Data Access, Transparency, and Accountability Act'","b'Thu, 17 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4626is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4626is/pdf/BILLS-116s4626is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4626is/xml/BILLS-116s4626is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4626is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4626is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4626is.zip"">ZIP</a>\n '"
b'BILLS-116s4632is',b'S.\xc2\xa04632\xc2\xa0(IS) - Online Content Policy Modernization Act',"b'Mon, 21 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4632is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4632is/pdf/BILLS-116s4632is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4632is/xml/BILLS-116s4632is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4632is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4632is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4632is.zip"">ZIP</a>\n '"
b'BILLS-116s4645is',b'S.\xc2\xa04645\xc2\xa0(IS) - Amy and Jocelyn Gannon Helicopter Tour Safety Act',"b'Tue, 22 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4645is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4645is/pdf/BILLS-116s4645is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4645is/xml/BILLS-116s4645is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4645is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4645is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4645is.zip"">ZIP</a>\n '"
b'BILLS-116s4656is',"b'S.\xc2\xa04656\xc2\xa0(IS) - To amend title 38, United States Code, to provide for a reduction in certain loan fees for certain veterans affected by major disasters.'","b'Tue, 22 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4656is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4656is/pdf/BILLS-116s4656is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4656is/xml/BILLS-116s4656is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4656is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4656is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4656is.zip"">ZIP</a>\n '"
b'BILLS-116s4642is',b'S.\xc2\xa04642\xc2\xa0(IS) - Oil and Gas Bonding Reform and Orphaned Well Remediation Act',"b'Tue, 22 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4642is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4642is/pdf/BILLS-116s4642is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4642is/xml/BILLS-116s4642is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4642is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4642is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4642is.zip"">ZIP</a>\n '"
